NAME	FRAME	DURATION
Frame_0	0	68.0263
Frame_1	1	72.6842
Frame_10	10	70.6302
Frame_11	11	66.9428
Frame_12	12	70.4108
Frame_13	13	70.6022
Frame_14	14	66.7932
Frame_15	15	71.0097
Frame_16	16	64.7172
Frame_17	17	65.8539
Frame_18	18	70.1527
Frame_19	19	65.8037
Frame_2	2	69.9517
Frame_20	20	69.0821
Frame_21	21	72.5718
Frame_22	22	67.7309
Frame_23	23	64.1214
Frame_24	24	70.0734
Frame_25	25	75.7865
Frame_26	26	69.9108
Frame_27	27	66.1472
Frame_28	28	65.4356
Frame_29	29	65.6312
Frame_3	3	64.6628
Frame_30	30	65.4774
Frame_31	31	68.4821
Frame_32	32	64.049
Frame_33	33	69.8859
Frame_34	34	70.5737
Frame_35	35	67.9184
Frame_36	36	69.7672
Frame_37	37	65.9125
Frame_38	38	63.2092
Frame_39	39	66.8088
Frame_4	4	68.8532
Frame_40	40	64.3924
Frame_41	41	68.8998
Frame_42	42	74.5128
Frame_43	43	63.3976
Frame_44	44	71.7506
Frame_45	45	68.0581
Frame_46	46	72.8023
Frame_47	47	66.8923
Frame_48	48	63.9204
Frame_49	49	73.6535
Frame_5	5	66.3289
Frame_50	50	69.6789
Frame_51	51	69.0187
Frame_52	52	64.8377
Frame_53	53	64.3615
Frame_54	54	62.7185
Frame_55	55	65.4209
Frame_56	56	66.469
Frame_57	57	74.7649
Frame_58	58	66.4428
Frame_59	59	67.5918
Frame_6	6	69.5401
Frame_60	60	64.7563
Frame_61	61	70.7822
Frame_62	62	65.0075
Frame_63	63	65.637
Frame_64	64	68.0855
Frame_65	65	73.5594
Frame_66	66	65.4242
Frame_67	67	65.024
Frame_68	68	64.5628
Frame_69	69	64.8356
Frame_7	7	66.3893
Frame_70	70	70.8026
Frame_71	71	68.7814
Frame_72	72	64.0775
Frame_73	73	70.2711
Frame_74	74	65.6358
Frame_75	75	63.4778
Frame_76	76	69.6296
Frame_77	77	62.3739
Frame_78	78	69.2579
Frame_79	79	64.9519
Frame_8	8	67.2709
Frame_80	80	65.2217
Frame_81	81	71.6196
Frame_82	82	65.1535
Frame_83	83	64.7572
Frame_84	84	64.7037
Frame_85	85	69.0644
Frame_86	86	68.6591
Frame_87	87	67.7718
Frame_88	88	68.5578
Frame_89	89	71.4844
Frame_9	9	67.7414
Frame_90	90	65.2533
Frame_91	91	76.3406
Frame_92	92	65.0874
Frame_93	93	65.0955
Frame_94	94	70.2816
Frame_95	95	72.8629
Frame_96	96	64.1523
Frame_97	97	65.4924
Frame_98	98	67.7435
Frame_99	99	70.3108
