NAME	FRAME	DURATION
Frame_0	0	70.7053
Frame_1	1	70.3691
Frame_10	10	69.1735
Frame_11	11	68.7895
Frame_12	12	69.4283
Frame_13	13	69.827
Frame_14	14	72.1617
Frame_15	15	70.5917
Frame_16	16	65.853
Frame_17	17	71.8549
Frame_18	18	66.8707
Frame_19	19	78.4349
Frame_2	2	65.3407
Frame_20	20	68.4968
Frame_21	21	73.6616
Frame_22	22	70.9381
Frame_23	23	72.0865
Frame_24	24	72.1001
Frame_25	25	79.9573
Frame_26	26	76.1873
Frame_27	27	74.3605
Frame_28	28	66.1252
Frame_29	29	75.0125
Frame_3	3	68.8388
Frame_30	30	63.5394
Frame_31	31	77.2122
Frame_32	32	67.5464
Frame_33	33	63.5126
Frame_34	34	69.1509
Frame_35	35	73.6021
Frame_36	36	66.307
Frame_37	37	65.2635
Frame_38	38	66.0666
Frame_39	39	68.2081
Frame_4	4	69.4484
Frame_40	40	101.258
Frame_41	41	67.8815
Frame_42	42	97.7749
Frame_43	43	65.4137
Frame_44	44	66.1141
Frame_45	45	73.896
Frame_46	46	65.8812
Frame_47	47	75.2598
Frame_48	48	73.2226
Frame_49	49	75.1543
Frame_5	5	71.0839
Frame_50	50	68.6101
Frame_51	51	69.8399
Frame_52	52	88.0616
Frame_53	53	72.841
Frame_54	54	71.0367
Frame_55	55	72.7163
Frame_56	56	72.3008
Frame_57	57	87.6686
Frame_58	58	89.0465
Frame_59	59	87.0616
Frame_6	6	86.5538
Frame_60	60	75.2024
Frame_61	61	63.1788
Frame_62	62	82.7394
Frame_63	63	72.2073
Frame_64	64	73.5057
Frame_65	65	88.2987
Frame_66	66	88.3038
Frame_67	67	81.8608
Frame_68	68	83.6627
Frame_69	69	101.03
Frame_7	7	71.5328
Frame_70	70	65.7358
Frame_71	71	72.338
Frame_72	72	74.5687
Frame_73	73	67.1138
Frame_74	74	69.8171
Frame_75	75	66.9227
Frame_76	76	73.6162
Frame_77	77	67.9764
Frame_78	78	70.9045
Frame_79	79	73.8734
Frame_8	8	66.5065
Frame_80	80	68.011
Frame_81	81	71.8432
Frame_82	82	72.3044
Frame_83	83	67.9866
Frame_84	84	76.0461
Frame_85	85	75.2264
Frame_86	86	65.8154
Frame_87	87	71.4393
Frame_88	88	74.5546
Frame_89	89	68.6302
Frame_9	9	72.1887
Frame_90	90	77.1422
Frame_91	91	70.9856
Frame_92	92	72.8861
Frame_93	93	70.293
Frame_94	94	72.0111
Frame_95	95	66.6946
Frame_96	96	73.228
Frame_97	97	65.7686
Frame_98	98	69.3222
Frame_99	99	68.48
