NAME	FRAME	DURATION
RenderThread_0.0	0	40.5393
RenderThread_0.1	1	43.9869
RenderThread_0.2	2	43.9776
RenderThread_0.3	3	67.8247
RenderThread_0.4	4	43.8697
RenderThread_0.5	5	44.2847
RenderThread_0.6	6	44.5209
RenderThread_0.7	7	44.7606
RenderThread_0.8	8	44.1843
RenderThread_0.9	9	45.5629
RenderThread_1.0	0	47.6947
RenderThread_1.1	1	43.3562
RenderThread_1.2	2	70.4391
RenderThread_1.3	3	73.0447
RenderThread_1.4	4	43.9755
RenderThread_1.5	5	44.882
RenderThread_1.6	6	55.3928
RenderThread_1.7	7	46.1999
RenderThread_1.8	8	49.0312
RenderThread_1.9	9	45.001
RenderThread_2.0	0	73.1971
RenderThread_2.1	1	43.4004
RenderThread_2.2	2	49.1688
RenderThread_2.3	3	52.7916
RenderThread_2.4	4	48.5673
RenderThread_2.5	5	44.907
RenderThread_2.6	6	46.5316
RenderThread_2.7	7	52.1104
RenderThread_2.8	8	45.3414
RenderThread_2.9	9	49.8566
RenderThread_3.0	0	76.7054
RenderThread_3.1	1	67.627
RenderThread_3.2	2	57.1349
RenderThread_3.3	3	60.6807
RenderThread_3.4	4	55.0505
RenderThread_3.5	5	56.9303
RenderThread_3.6	6	60.3063
RenderThread_3.7	7	55.7052
RenderThread_3.8	8	72.6962
RenderThread_3.9	9	55.3555
RenderThread_4.0	0	155.802
RenderThread_4.1	1	163.648
RenderThread_4.2	2	143.557
RenderThread_4.3	3	188.76
RenderThread_4.4	4	175.303
RenderThread_4.5	5	155.68
RenderThread_4.6	6	145.678
RenderThread_4.7	7	154.455
RenderThread_4.8	8	171.079
RenderThread_4.9	9	164.023
RenderThread_5.0	0	165.472
RenderThread_5.1	1	168.865
RenderThread_5.2	2	160.085
RenderThread_5.3	3	194.308
RenderThread_5.4	4	174.334
RenderThread_5.5	5	171.736
RenderThread_5.6	6	154.952
RenderThread_5.7	7	165.445
RenderThread_5.8	8	171.402
RenderThread_5.9	9	157.204
RenderThread_6.0	0	96.168
RenderThread_6.1	1	100.003
RenderThread_6.2	2	81.2614
RenderThread_6.3	3	92.4884
RenderThread_6.4	4	107.621
RenderThread_6.5	5	92.1861
RenderThread_6.6	6	84.7964
RenderThread_6.7	7	92.2865
RenderThread_6.8	8	92.2661
RenderThread_6.9	9	88.6514
RenderThread_7.0	0	59.9085
RenderThread_7.1	1	65.7611
RenderThread_7.2	2	68.7853
RenderThread_7.3	3	73.9302
RenderThread_7.4	4	67.6711
RenderThread_7.5	5	68.2643
RenderThread_7.6	6	68.8045
RenderThread_7.7	7	67.8054
RenderThread_7.8	8	66.6507
RenderThread_7.9	9	75.8466
