NAME	FRAME	DURATION
RenderThread_0.0	0	44.9848
RenderThread_0.1	1	46.6503
RenderThread_0.2	2	44.5713
RenderThread_0.3	3	45.5986
RenderThread_0.4	4	52.9959
RenderThread_0.5	5	47.4853
RenderThread_0.6	6	71.3537
RenderThread_0.7	7	49.8596
RenderThread_0.8	8	46.8504
RenderThread_0.9	9	54.9291
RenderThread_1.0	0	45.1621
RenderThread_1.1	1	47.3964
RenderThread_1.2	2	44.6287
RenderThread_1.3	3	47.7539
RenderThread_1.4	4	46.2426
RenderThread_1.5	5	44.1732
RenderThread_1.6	6	62.3537
RenderThread_1.7	7	45.9153
RenderThread_1.8	8	46.4027
RenderThread_1.9	9	45.2982
RenderThread_2.0	0	45.5244
RenderThread_2.1	1	44.8264
RenderThread_2.2	2	46.7588
RenderThread_2.3	3	44.8811
RenderThread_2.4	4	49.2304
RenderThread_2.5	5	49.49
RenderThread_2.6	6	44.6356
RenderThread_2.7	7	60.486
RenderThread_2.8	8	46.6136
RenderThread_2.9	9	51.3202
RenderThread_3.0	0	54.1061
RenderThread_3.1	1	51.5948
RenderThread_3.2	2	52.4106
RenderThread_3.3	3	52.047
RenderThread_3.4	4	56.6063
RenderThread_3.5	5	53.6954
RenderThread_3.6	6	53.3832
RenderThread_3.7	7	53.8039
RenderThread_3.8	8	52.4947
RenderThread_3.9	9	53.6927
RenderThread_4.0	0	151.167
RenderThread_4.1	1	133.35
RenderThread_4.2	2	125.625
RenderThread_4.3	3	129.04
RenderThread_4.4	4	122.158
RenderThread_4.5	5	130.398
RenderThread_4.6	6	130.285
RenderThread_4.7	7	132.026
RenderThread_4.8	8	131.345
RenderThread_4.9	9	128.171
RenderThread_5.0	0	151.381
RenderThread_5.1	1	138.302
RenderThread_5.2	2	147.338
RenderThread_5.3	3	136.08
RenderThread_5.4	4	140.269
RenderThread_5.5	5	143.578
RenderThread_5.6	6	142.747
RenderThread_5.7	7	139.616
RenderThread_5.8	8	141.16
RenderThread_5.9	9	136.53
RenderThread_6.0	0	92.4716
RenderThread_6.1	1	82.6234
RenderThread_6.2	2	91.2228
RenderThread_6.3	3	93.9036
RenderThread_6.4	4	92.0041
RenderThread_6.5	5	93.2648
RenderThread_6.6	6	90.1937
RenderThread_6.7	7	93.5497
RenderThread_6.8	8	88.8119
RenderThread_6.9	9	88.018
RenderThread_7.0	0	71.1521
RenderThread_7.1	1	65.2106
RenderThread_7.2	2	76.2549
RenderThread_7.3	3	71.68
RenderThread_7.4	4	70.6202
RenderThread_7.5	5	71.5153
RenderThread_7.6	6	73.3479
RenderThread_7.7	7	68.2549
RenderThread_7.8	8	76.6047
RenderThread_7.9	9	72.1112
