NAME	FRAME	DURATION
RenderThread_0.0	0	19.7312
RenderThread_0.1	1	16.5556
RenderThread_0.2	2	32.4204
RenderThread_0.3	3	19.6143
RenderThread_0.4	4	19.7862
RenderThread_0.5	5	19.3605
RenderThread_0.6	6	19.014
RenderThread_0.7	7	19.8842
RenderThread_0.8	8	20.5894
RenderThread_0.9	9	19.7432
RenderThread_1.0	0	19.6558
RenderThread_1.1	1	26.7595
RenderThread_1.2	2	19.95
RenderThread_1.3	3	19.822
RenderThread_1.4	4	19.6071
RenderThread_1.5	5	20.3586
RenderThread_1.6	6	25.5582
RenderThread_1.7	7	21.6657
RenderThread_1.8	8	20.4445
RenderThread_1.9	9	20.8036
RenderThread_2.0	0	20.1702
RenderThread_2.1	1	20.34
RenderThread_2.2	2	21.3658
RenderThread_2.3	3	20.0563
RenderThread_2.4	4	21.099
RenderThread_2.5	5	21.1873
RenderThread_2.6	6	19.6119
RenderThread_2.7	7	20.0599
RenderThread_2.8	8	20.581
RenderThread_2.9	9	27.5705
RenderThread_3.0	0	23.9246
RenderThread_3.1	1	30.2101
RenderThread_3.2	2	24.9393
RenderThread_3.3	3	24.856
RenderThread_3.4	4	26.5582
RenderThread_3.5	5	24.2007
RenderThread_3.6	6	23.3101
RenderThread_3.7	7	26.3503
RenderThread_3.8	8	23.9525
RenderThread_3.9	9	27.3202
RenderThread_4.0	0	60.0479
RenderThread_4.1	1	67.3683
RenderThread_4.2	2	68.4334
RenderThread_4.3	3	63.9961
RenderThread_4.4	4	65.6225
RenderThread_4.5	5	61.3847
RenderThread_4.6	6	57.6901
RenderThread_4.7	7	67.5239
RenderThread_4.8	8	65.3617
RenderThread_4.9	9	63.8362
RenderThread_5.0	0	64.7124
RenderThread_5.1	1	72.4811
RenderThread_5.2	2	74.9752
RenderThread_5.3	3	73.2271
RenderThread_5.4	4	72.5264
RenderThread_5.5	5	70.5103
RenderThread_5.6	6	66.0561
RenderThread_5.7	7	74.9215
RenderThread_5.8	8	73.8329
RenderThread_5.9	9	78.1969
RenderThread_6.0	0	43.9596
RenderThread_6.1	1	46.8414
RenderThread_6.2	2	49.0826
RenderThread_6.3	3	50.7153
RenderThread_6.4	4	44.5683
RenderThread_6.5	5	46.4093
RenderThread_6.6	6	47.4021
RenderThread_6.7	7	44.1786
RenderThread_6.8	8	45.8219
RenderThread_6.9	9	43.8887
RenderThread_7.0	0	34.5062
RenderThread_7.1	1	33.0264
RenderThread_7.2	2	35.7144
RenderThread_7.3	3	31.8194
RenderThread_7.4	4	35.151
RenderThread_7.5	5	32.0066
RenderThread_7.6	6	36.2423
RenderThread_7.7	7	33.2947
RenderThread_7.8	8	33.9564
RenderThread_7.9	9	36.0771
