NAME	FRAME	DURATION
RenderThread_0.0	0	51.6735
RenderThread_0.1	1	60.3033
RenderThread_0.10	10	43.8625
RenderThread_0.11	11	52.2913
RenderThread_0.12	12	54.3093
RenderThread_0.13	13	52.7697
RenderThread_0.14	14	45.4601
RenderThread_0.15	15	45.9851
RenderThread_0.16	16	44.05
RenderThread_0.17	17	45.1753
RenderThread_0.18	18	43.7276
RenderThread_0.19	19	63.3351
RenderThread_0.2	2	48.0532
RenderThread_0.20	20	45.3069
RenderThread_0.21	21	56.9678
RenderThread_0.22	22	43.8367
RenderThread_0.23	23	44.5185
RenderThread_0.24	24	46.0677
RenderThread_0.25	25	49.4996
RenderThread_0.26	26	43.6222
RenderThread_0.27	27	43.9295
RenderThread_0.28	28	48.4768
RenderThread_0.29	29	44.867
RenderThread_0.3	3	43.7664
RenderThread_0.30	30	50.2457
RenderThread_0.31	31	44.4488
RenderThread_0.32	32	63.0896
RenderThread_0.33	33	44.4436
RenderThread_0.34	34	54.5571
RenderThread_0.35	35	48.7124
RenderThread_0.36	36	55.7521
RenderThread_0.37	37	59.6844
RenderThread_0.38	38	69.3499
RenderThread_0.39	39	60.3541
RenderThread_0.4	4	46.3874
RenderThread_0.40	40	70.5418
RenderThread_0.41	41	61.4863
RenderThread_0.42	42	43.791
RenderThread_0.43	43	55.4462
RenderThread_0.44	44	45.4983
RenderThread_0.45	45	47.4159
RenderThread_0.46	46	44.9674
RenderThread_0.47	47	44.9508
RenderThread_0.48	48	44.507
RenderThread_0.49	49	43.797
RenderThread_0.5	5	54.5067
RenderThread_0.50	50	44.2342
RenderThread_0.51	51	45.2276
RenderThread_0.52	52	44.3887
RenderThread_0.53	53	44.6681
RenderThread_0.54	54	53.6666
RenderThread_0.55	55	53.0785
RenderThread_0.56	56	43.4338
RenderThread_0.57	57	54.2386
RenderThread_0.58	58	52.5251
RenderThread_0.59	59	44.8024
RenderThread_0.6	6	43.7628
RenderThread_0.60	60	43.8706
