NAME	FRAME	DURATION
Frame_0.000000	0	731.708
Frame_1.000000	1	713.908
Frame_10.000000	10	671.279
Frame_2.000000	2	709.853
Frame_3.000000	3	700.766
Frame_4.000000	4	696.464
Frame_5.000000	5	692.328
Frame_6.000000	6	713.046
Frame_7.000000	7	674.18
Frame_8.000000	8	687.284
Frame_9.000000	9	688.809
