NAME	FRAME	DURATION
RenderThread_0.0	0	19.5053
RenderThread_0.1	1	20.3505
RenderThread_0.2	2	20.0605
RenderThread_0.3	3	19.3289
RenderThread_0.4	4	22.2008
RenderThread_0.5	5	19.6107
RenderThread_0.6	6	20.056
RenderThread_0.7	7	19.8752
RenderThread_0.8	8	20.0371
RenderThread_0.9	9	19.9686
RenderThread_1.0	0	19.3836
RenderThread_1.1	1	20.3102
RenderThread_1.2	2	19.7294
RenderThread_1.3	3	24.5354
RenderThread_1.4	4	20.1964
RenderThread_1.5	5	20.4668
RenderThread_1.6	6	20.8496
RenderThread_1.7	7	26.2502
RenderThread_1.8	8	20.3848
RenderThread_1.9	9	21.6269
RenderThread_2.0	0	20.8868
RenderThread_2.1	1	20.2417
RenderThread_2.2	2	19.5248
RenderThread_2.3	3	22.7464
RenderThread_2.4	4	20.0629
RenderThread_2.5	5	21.6611
RenderThread_2.6	6	20.2267
RenderThread_2.7	7	20.0834
RenderThread_2.8	8	25.9732
RenderThread_2.9	9	19.9989
RenderThread_3.0	0	32.7866
RenderThread_3.1	1	33.359
RenderThread_3.2	2	25.4864
RenderThread_3.3	3	23.8516
RenderThread_3.4	4	27.0101
RenderThread_3.5	5	26.6159
RenderThread_3.6	6	24.6715
RenderThread_3.7	7	24.491
RenderThread_3.8	8	25.5384
RenderThread_3.9	9	24.381
RenderThread_4.0	0	76.0566
RenderThread_4.1	1	63.8047
RenderThread_4.2	2	67.3526
RenderThread_4.3	3	64.1511
RenderThread_4.4	4	71.4006
RenderThread_4.5	5	68.4497
RenderThread_4.6	6	73.3569
RenderThread_4.7	7	63.1896
RenderThread_4.8	8	57.2079
RenderThread_4.9	9	65.9254
RenderThread_5.0	0	72.4684
RenderThread_5.1	1	70.8462
RenderThread_5.2	2	67.0444
RenderThread_5.3	3	71.3627
RenderThread_5.4	4	84.0314
RenderThread_5.5	5	77.0371
RenderThread_5.6	6	83.2577
RenderThread_5.7	7	69.1591
RenderThread_5.8	8	63.8687
RenderThread_5.9	9	80.3783
RenderThread_6.0	0	59.7679
RenderThread_6.1	1	46.3988
RenderThread_6.2	2	44.1519
RenderThread_6.3	3	44.4007
RenderThread_6.4	4	44.9316
RenderThread_6.5	5	44.0149
RenderThread_6.6	6	54.08
RenderThread_6.7	7	44.8102
RenderThread_6.8	8	39.9078
RenderThread_6.9	9	47.6692
RenderThread_7.0	0	35.5416
RenderThread_7.1	1	33.3155
RenderThread_7.2	2	32.5982
RenderThread_7.3	3	34.2349
RenderThread_7.4	4	34.7781
RenderThread_7.5	5	33.475
RenderThread_7.6	6	33.7058
RenderThread_7.7	7	32.5463
RenderThread_7.8	8	33.673
RenderThread_7.9	9	35.0143
