NAME	FRAME	DURATION
Frame_0	0	141.115
Frame_1	1	136.345
Frame_10	10	135.454
Frame_11	11	139.192
Frame_12	12	133.156
Frame_13	13	139.421
Frame_14	14	136.96
Frame_15	15	133.473
Frame_16	16	136.224
Frame_17	17	138.272
Frame_18	18	136.83
Frame_19	19	144.325
Frame_2	2	138.639
Frame_20	20	140.391
Frame_21	21	137.054
Frame_22	22	137.086
Frame_23	23	138.999
Frame_24	24	141.596
Frame_25	25	141.86
Frame_26	26	142.167
Frame_27	27	128.624
Frame_28	28	134.86
Frame_29	29	130.756
Frame_3	3	133.618
Frame_30	30	141.964
Frame_31	31	141.526
Frame_32	32	136.22
Frame_33	33	138.614
Frame_34	34	139.79
Frame_35	35	129.041
Frame_36	36	135.042
Frame_37	37	136.696
Frame_38	38	143.254
Frame_39	39	136.29
Frame_4	4	142.072
Frame_40	40	137.179
Frame_41	41	131.338
Frame_42	42	139.957
Frame_43	43	145.425
Frame_44	44	132.814
Frame_45	45	134.604
Frame_46	46	135.177
Frame_47	47	147.383
Frame_48	48	141.954
Frame_49	49	134.866
Frame_5	5	140.774
Frame_50	50	140.527
Frame_51	51	141.455
Frame_52	52	138.318
Frame_53	53	144.588
Frame_54	54	128.217
Frame_55	55	150.521
Frame_56	56	138.786
Frame_57	57	131.51
Frame_58	58	135.874
Frame_59	59	134.567
Frame_6	6	137.756
Frame_60	60	138.772
Frame_61	61	133.158
Frame_62	62	141.106
Frame_63	63	135.507
Frame_64	64	134.96
Frame_65	65	144.459
Frame_66	66	138.385
Frame_67	67	136.495
Frame_68	68	135.308
Frame_69	69	139.093
Frame_7	7	130.726
Frame_70	70	142.206
Frame_71	71	140.564
Frame_72	72	145.86
Frame_73	73	140.695
Frame_74	74	141.665
Frame_75	75	140.729
Frame_76	76	132.225
Frame_77	77	141.384
Frame_78	78	142.619
Frame_79	79	132.878
Frame_8	8	137.036
Frame_80	80	137.784
Frame_81	81	142.286
Frame_82	82	137.628
Frame_83	83	137.807
Frame_84	84	138.574
Frame_85	85	132.498
Frame_86	86	148.998
Frame_87	87	135.064
Frame_88	88	134.065
Frame_89	89	140.35
Frame_9	9	145.059
Frame_90	90	142.941
Frame_91	91	146.772
Frame_92	92	141.847
Frame_93	93	132.039
Frame_94	94	138.771
Frame_95	95	136.118
Frame_96	96	141.059
Frame_97	97	143.457
Frame_98	98	141.694
Frame_99	99	140.678
