NAME	FRAME	DURATION
RenderThread_0.0	0	20.0251
RenderThread_0.1	1	19.6717
RenderThread_0.2	2	19.9172
RenderThread_0.3	3	20.4908
RenderThread_0.4	4	32.844
RenderThread_0.5	5	20.5446
RenderThread_0.6	6	20.2823
RenderThread_0.7	7	19.8075
RenderThread_0.8	8	20.1498
RenderThread_0.9	9	20.0422
RenderThread_1.0	0	19.7303
RenderThread_1.1	1	23.3275
RenderThread_1.2	2	19.9986
RenderThread_1.3	3	20.0215
RenderThread_1.4	4	20.6077
RenderThread_1.5	5	20.096
RenderThread_1.6	6	20.6849
RenderThread_1.7	7	19.7952
RenderThread_1.8	8	20.8904
RenderThread_1.9	9	20.1864
RenderThread_2.0	0	42.2226
RenderThread_2.1	1	20.5966
RenderThread_2.2	2	21.205
RenderThread_2.3	3	22.0701
RenderThread_2.4	4	26.7177
RenderThread_2.5	5	20.8352
RenderThread_2.6	6	19.9779
RenderThread_2.7	7	20.3283
RenderThread_2.8	8	20.2766
RenderThread_2.9	9	19.8226
RenderThread_3.0	0	23.9441
RenderThread_3.1	1	26.4669
RenderThread_3.2	2	24.7208
RenderThread_3.3	3	24.0712
RenderThread_3.4	4	23.3591
RenderThread_3.5	5	29.9406
RenderThread_3.6	6	24.9507
RenderThread_3.7	7	23.9856
RenderThread_3.8	8	22.9481
RenderThread_3.9	9	23.5745
RenderThread_4.0	0	60.1943
RenderThread_4.1	1	63.296
RenderThread_4.2	2	72.4838
RenderThread_4.3	3	57.6733
RenderThread_4.4	4	64.7551
RenderThread_4.5	5	66.1769
RenderThread_4.6	6	68.4304
RenderThread_4.7	7	56.0919
RenderThread_4.8	8	61.1585
RenderThread_4.9	9	63.6578
RenderThread_5.0	0	80.3035
RenderThread_5.1	1	72.3696
RenderThread_5.2	2	70.9592
RenderThread_5.3	3	64.686
RenderThread_5.4	4	73.8058
RenderThread_5.5	5	73.2914
RenderThread_5.6	6	75.8307
RenderThread_5.7	7	61.1002
RenderThread_5.8	8	66.1973
RenderThread_5.9	9	76.8006
RenderThread_6.0	0	44.5239
RenderThread_6.1	1	47.195
RenderThread_6.2	2	43.5735
RenderThread_6.3	3	39.866
RenderThread_6.4	4	51.0582
RenderThread_6.5	5	44.5064
RenderThread_6.6	6	44.9505
RenderThread_6.7	7	39.9573
RenderThread_6.8	8	41.5306
RenderThread_6.9	9	45.7976
RenderThread_7.0	0	35.7943
RenderThread_7.1	1	36.446
RenderThread_7.2	2	31.8702
RenderThread_7.3	3	30.6623
RenderThread_7.4	4	33.4068
RenderThread_7.5	5	32.1713
RenderThread_7.6	6	34.8022
RenderThread_7.7	7	30.4895
RenderThread_7.8	8	33.6983
RenderThread_7.9	9	34.4107
